text,label
Pakistan collapses at the WACA Opener Justin Langer was last out after a glorious innings of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in Perth on Friday.,1
"Two Britons shot dead near death railway bridge (AFP) AFP - Two Britons were shot dead by unknown gunmen near the famous Bridge over the River Kwai in western Thailand, police said.",0
The Next Giant Leap Rendezvous quot; for the docking techniques he developed while at MIT earning his PhD in astronautics. Lessig: Technology over ideology!,3
"Novell launches Linux for desktop computers Novell, one of the popular names in the open-source community, has launched Linux Desktop 9 OS for enterprise computer systems today for lower deployment and management prices.",3
"Starting today, funds' stances on proxies are matter of record Every year, public companies put a number of questions before their stockholders for a vote. Investors weigh in on whether to reelect company directors, reappoint auditors, and approve or kill plans to give big stock option packages to senior executives.",2
"Gazprom Plans LNG Terminal in US Gazprom came a step closer to the liquefied natural gas market on Friday, saying Petro-Canada would help in its goal to build plants in Russia and the United States.",2
"Notes: Two-strike, two-out blues Chicago Cubs manager Dusty Baker talked to LaTroy Hawkins on Thursday, and said he #39;ll go to the right-hander again if the team is in a save situation.",1
Malaysia #39;s Anwar Returns to Hero #39;s Welcome Malaysia #39;s former deputy prime minister Anwar Ibrahim has come home to a rock star #39;s welcome Sunday. He returned from undergoing back surgery in Germany following his release from prison last month.,0
"Annan Starts Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General Kofi\Annan on Monday chose the high-profile British head of a key\agency as his new chief of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0
"Alamosa Offers to Buy AirGate (Reuters) Reuters - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.",3
MPAA widens piracy net Hollywood studios launched legal attacks Tuesday on the computer server operators they claim are the technological middlemen making online film theft possible.,3
"U.S. Stocks Headed for Flat Open  NEW YORK (Reuters) - U.S. stocks appeared set for a modest  rebound at the open on Thursday, as oil prices retreated a day  after spiking to more than \$48 a barrel, a rise that fueled a  sharp slide in stocks on concern that energy prices would hurt  corporate profits and consumer spending.",2
"Alleged U.S. Deserter Set to Surrender TOKYO - Accused U.S. Army deserter Charles Jenkins left his Tokyo hospital for an American military base to surrender to military authorities Saturday, nearly 40 years after he allegedly defected to North Korea...",0
"Report: Israeli army mistakenly kills three Egyptian soldiers JERUSALEM A preliminary Israeli army investigation has found that Israeli troops apparently killed three Egyptian soldiers by mistake, thinking they were Palestinian militants along the Gaza-Egypt border.",0
"US Airways to Alter Flights US Airways said it will change its flight schedules in February to increase departures at its Charlotte and Philadelphia hubs and create a mini-hub in Fort Lauderdale, Fla.",2
"Lebanon and Syria have not complied with UN resolution: Annan UNITED NATIONS - Secretary-General Kofi Annan reported that Syria has not pulled its forces out of Lebanon as called for by the UN Security Council, and said he had requested a timetable from Damascus for its full implementation.",0
"Vietnam Marks Independence with Pardons for Prisoners  HANOI (Reuters) - Vietnam has released nearly 9,000  prisoners, including 10 inmates whose cases it says had drawn  international attention, as part of traditional pardons granted  ahead of independence celebrations on September 2.",0
"Philippine Rebels Free Troops, Talks in Doubt  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed Wednesday two soldiers they had held as ""prisoners  of war"" for more than five months, saying they wanted to  rebuild confidence in peace talks with the government.",0
"Science ; As ice thaws, arctic peoples at loss for words Science News, Iceland, What are the words used by indigenous peoples in the Arctic for  quot;hornet, quot;  quot;robin, quot;  quot;elk, quot;  quot;barn owl quot; or  quot;salmon?",3
"Inaction #39;s Consequence LAST MONTH the United States and its allies signaled a change in Sudan policy. Rather than pressuring Sudan #39;s government to halt its genocidal attacks against civilians in the western province of Darfur, they ",0
"Agassi bites the dust as Russian Safin sets up final clash with &lt;b&gt;...&lt;/b&gt; MADRID: Marat Safin defeated Andre Agassi 6-3, 7-6 yesterday to book a place in the Madrid Masters final against Argentina #39;s David Nalbandian.",1
Cherry OS: New Emulator Runs Mac OS On Windows Hardware A company called MXS announced a new software emulator called Cherry OS that makes it possible to install Mac OS X onto x86 hardware (running Windows).,3
"Kroger Profit Falls, Warns on Sales  NEW YORK (Reuters) - Kroger Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KR.N target=/stocks/quickinfo/fullquote""&gt;KR.N&lt;/A&gt;, the largest U.S.  grocer, on Tuesday reported a 25 percent drop in quarterly  profit, hurt by debt redemption costs.",2
"Yahoo! To Provide Traffic Updates As part of an effort to expand local content, Internet portal company Yahoo! Wednesday night began offering Web surfers information about current traffic conditions for the largest US metro areas.",3
"Blast kills one, injures 15 in southwest Pakistan QUETTA, Pakistan - A bomb fixed to a bicycle killed one man and injured 15 people in southwestern Pakistans restive desert province of Baluchistan on Thursday, police said.",0
Treasuries Benefit on Spike in Crude Oil  NEW YORK (Reuters) - Treasury debt prices climbed on Monday  as investors bet oil prices near record highs might dent U.S.  consumption and force the Federal Reserve to slow the pace of  interest rate hikes.,2
England v Zimbabwe England welcomed back the world #39;s best one-day player on Friday as they began their challenge for the ICC Champions Trophy by naming key all-rounder Andrew Flintoff in their line-up to face Zimbabwe at Edgbaston.,1
"Oracle expected to push on content management at OpenWorld Oracle is expected to unveil updates to its software's content management and business intelligence functions, as well as other enhancements at next week's Oracle OpenWorld user event.",3
Movie Studios to Sue Illegal Film-File Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the Internet.,3
"Westwood Closes in on First Title of 2004  SUN CITY, South Africa (Reuters) - Briton Lee Westwood  closed in on his first title of 2004 when he claimed the  third-round lead in the Sun City Golf Challenge Saturday.",1
"Grief, tears as mother, seven children killed in house fire mourned (Canadian Press) Canadian Press - ST. CATHARINES, Ont. (CP) - About 1,000 mourners filled a church Saturday for a funeral service for a mother and her seven children killed when fire tore through their century-old rural southwestern Ontario home.",0
Stuttgart Closing on Qualification VfB Stuttgart went clear at the top of UEFA Group G with a convincing 3-0 win over Portuguese giants Benfica. Brazilian striker Cacau put Matthias Sammers side ahead and further ,1
"ATA: Customers Won #39;t Be Affected By Bankruptcy INDIANAPOLIS -- ATA says it will honor all tickets and maintain its full schedule, after filing for Chapter 11 bankruptcy Tuesday.",2
"US stocks: Markets rally on Bush win; oil surge limits gains US stocks rallied Wednesday, boosted by shares of health and defence companies that are seen benefiting from the re-election of President George W. Bush, but higher oil prices checked advances.",2
"3 UN staff kidnapped in Afghan capital Unknown armed men in military uniform kidnapped three staff of the United Nations in the Afghan capital city at broad daylight Thursday, Afghan officials confirmed.",0
Shares of Video Game Makers Rise Sharply Shares of video game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,2
9:22 am: Missing explosives have experts wondering what else is &lt;b&gt;...&lt;/b&gt; Revelations that nearly 400 tons of conventional explosives have gone missing in Iraq have experts wondering what other weapons might be in jeopardy of falling into insurgent or terrorist hands.,0
"Microsoft reworks antispam spec to silence critics com October 25, 2004, 6:49 PM PT. This priority retains its ranking at number five as more and more companies deploy Web Services to share business logic, data and processes with each other and with clients.",3
"Dell Offers SUSE on Servers Dell (Quote, Chart) officials announced Wednesday an agreement with Linux distributor Novell (Quote, Chart) to distribute and support SUSE Enterprise Server 9 on its single- and dual-processor line of servers.",3
"Small office / Home office Wi-Fi device finds hotspots More and more venues are becoming hotspots. Using the wireless 802.11x protocol better known as Wi-Fi, these hotspots can be found in airports, libraries, coffeehouses, restaurants, shopping ",3
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",0
"Cingular Sales Rise in Quarter, but Profit Falls 18 Percent By Bloomberg News. Cingular Wireless, which is buying AT amp;T Wireless, said yesterday that third-quarter sales rose 4.9 percent, to \$4.",2
"Southwest In, AWA Out Of Midway Bidding DECEMBER 10, 2004 -- Southwest Airlines this morning said it will submit a bid to the federal bankruptcy court in Indianapolis today for certain assets of bankrupt ATA Airlines.",2
"Aon may face civil suit The office of New York Attorney General Eliot Spitzer has uncovered evidence of improper business practices at Aon Corp., the world #39;s second-largest insurance broker, according to a published report.",2
"IBM, partners roll out ID management suite IBM Corp. and four partners on Wednesday announced what they call a ""major breakthrough"" in identity management designed to help business and government agencies protect assets, including IT systems and physical facilities, from unauthorized users.",3
Athens - a \$12bn bill THE world sighed with relief when Greeks kept their promise to deliver some of the world #39;s finest sport venues in time for the Athens Olympics.,1
"Same-sex divorce rules still hazy Now that an Ontario couple has been given Canada #39;s first same-sex divorce, experts are divided over just how easy it will be for gays and lesbians in other provinces to end their marriages.",0
"Sudan to attract most ICRC funds in 2005, 30-percent drop in cash for Iraq (AFP) AFP - Strife-torn Sudan will become the largest focus of aid work for the International Committee of the Red Cross in 2005, while money earmarked for Iraq will fall by almost one third, the agency said.",0
Hurricane Frances Nears NE Caribbean (AP) AP - Hurricane Frances strengthened as it churned near islands of the northeastern Caribbean with ferocious winds expected to graze Puerto Rico on Tuesday before the storm plows on toward the Bahamas and the southeastern United States.,0
"Kansas State 76, Arkansas-Pine Bluff 42 Clent Stewart scored a career-high 15 points and Kansas State used stifling defense for a 76-42 victory over Arkansas-Pine Bluff on Monday.",1
"Coleman Enjoys Fulhams Battling Display Fulham manager Chris Coleman was delighted with his side #39;s second-half performance, which brought them a hard-earned point in a 1-1 draw against Manchester United at Craven Cottage.",1
"Lowe's Sees Profit Rising in 2005, 2006  ATLANTA (Reuters) - Home improvement retailer Lowe's Cos.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LOW.N target=/stocks/quickinfo/fullquote""&gt;LOW.N&lt;/A&gt; on Tuesday said it expects diluted earnings per share  to rise in both 2005 and 2006 as it benefits from increased  remodeling activity and home ownership.",2
"Military Buoys Profit at Defense Firms  CHICAGO (Reuters) - Robust demand for military equipment  and technology led four U.S. defense companies to post higher  quarterly profit on Wednesday, with jet maker Boeing Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BA.N target=/stocks/quickinfo/fullquote""&gt;BA.N&lt;/A&gt;  reporting a 78 percent jump in earnings despite a decline in  commercial airplane revenue.",2
"Xybernaut sews up bright-light mobile PC The flat-panel Atigo T/HB, designed for use in bright outdoor lighting, works as a wearable computer or as a wireless display.",3
"Bombardier shares slump as CEO leaves Bombardier, the troubled Canadian maker of aircraft and trains, saw its shares fall by around 20 per cent in Toronto, after it announced that Paul Tellier was stepping down early as president and chief executive officer.",2
"Multiplex, Westfield in UK bid SHOPPING centre giant Westfield Group has drafted rival Multiplex and the billionaire Reuben brothers into its pound stg. 585 million (\$1.",2
"Fannie Mae Pays the Price of Cutting Corners to Look Safe Two regulatory agencies have concluded that Fannie Mae cut corners when it came to its accounting, and that has severely damaged its image.",2
"Abu Ghraib report 'spreads blame' A report on the Abu Ghraib prisoner abuse scandal will blame at least two dozen more people, say US officials.",0
"IBM To Amp Integration with Venetica Buy (NewsFactor) NewsFactor - IBM (NYSE: IBM) has said it will purchase Venetica, a privately held firm that provides content-integration software to unstructured data sources.",3
"Sybase releases free Express database for Linux In a bid to expand the customer base for its database software, Sybase Inc. released on Tuesday a free, limited version of its software for deployment on Linux systems.",3
"Two Michigan St football players arrested EAST LANSING, Michigan (Ticker) - Two Michigan State football players were arrested Tuesday morning for planting three homemade  quot;MacGyver bombs quot; outside a campus apartment.",1
"Service Sector Hit By High Oil Costs Confidence in service firms has been hit by rising oil prices and interest rates but manufacturers have seen the best rate of orders for nine years, two surveys show.",2
Nintendo Returns to Profit (AP) AP - Nintendo Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-game maker erased foreign exchange losses and turned more profit with game-software sales.,3
"Interview: OSDL chief Stuart Cohen - Part 2 In the second of a two-part interview, Open Systems Development Labs chief Stuart Cohen gives his views on Linux security, desktops, the Domino effect towards Linux, and why Microsoft will eventually port to Linux.",3
Scientists study clues to forecasting California quakes Two researchers say they #39;ve discovered a pattern of tremors deep beneath the San Andreas Fault that someday may yield clues into unlocking the mysteries of California earthquakes.,3
Blackberry shrinks phone keyboard The latest Blackberry mobile device packs a traditional Qwerty keyboard into  20 keys.,3
"Citrix buying VPN company Net6 for \$50 million BOSTON - Citrix Systems is buying Net6, a privately-held maker of SSL (Secure Socket Layer) VPN (Virtual Private Network) technology, for \$50 million cash, Citrix said Tuesday.",3
EU Move on Cyprus Eases Way for Turkey Deal  BRUSSELS (Reuters) - The European Union and Turkey inched  toward a historic agreement on starting membership talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,0
"Kmart names new CEO Kmart yesterday hired a restaurant and branding expert as its new president and chief executive officer, suggesting the nation #39;s third-largest discount retailer would soon start ",2
"Pacifist Japan boosts  #39;self-defence #39; measures After almost 60 years of pacifism, Japan today overhauled its defence policy; easing an arms exports ban and singling out North Korea and China as security threats.",0
"UPDATE 1-Jimenez, Garcia, Donald make Langer a happy man Miguel Angel Jimenez and Sergio Garcia warmed up for this month #39;s Ryder Cup with sparkling starts at the European Masters on Thursday.",1
"Spammers use sender authentication too, study says The technology hasn't been widely adopted, but spammers are taking it up at a faster rate than legitimate e-mailers.",3
Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company.,2
Chile Court Strips Pinochet of Immunity (AP) AP - Chile's Supreme Court stripped Gen. Augusto Pinochet of immunity from prosecution Thursday in a ruling that revived hopes of his foes that he might stand trial on charges of human rights abuses during his rule.,0
"Tokyo Stocks Turn Lower by Midday  TOKYO (Reuters) - Tokyo's Nikkei fell 0.19 percent by  midday on Wednesday, erasing initial gains and extending losses  into a ninth straight day as worries about high oil prices and  domestic economic uncertainty hit exporters and tech stocks.",2
Mexican columnist murdered A prominent Mexican journalist known for his reports on organised  crime is killed on the US border.,0
Rates on short-term T-bills hit 30-month high WASHINGTON -- Interest rates on short-term Treasury bills rose in yesterday's auction to the highest levels in 30 months.,2
IBM Claims Computing Crown (The Motley Fool) The Motley Fool - IBM (NYSE: IBM - News) has new bragging rights. Press reports indicate that the technology giant has created the world's fastest supercomputer two years after a Japanese computer claimed that title.,3
"Now It #39;s Official: Economy Shrunk The US economy slowed more sharply in the second quarter than first thought as oil prices rose and the trade gap swelled, the government said on Friday in a report that confirmed momentum faltered in the spring.",2
"Philip Morris, plaintiffs fighting again SPRINGFIELD, Ill. Philip Morris and lawyers who won a ten-(B)billion-dollar judgment against the company are fighting again. The cigarette maker on Monday asked the Illinois Supreme Court to disqualify a Chicago ",2
"Israeli tank kills three Egyptian troops An Israeli tank has opened fire and killed three Egyptian troops in a border zone near the Gaza Strip after mistaking them for Palestinian arms smugglers, Israeli security sources say.",0
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",0
UN Refugee Chief Backs Autonomy for Sudan #39;s Darfur Region The United Nations High Commissioner for Refugees says granting more autonomy to southern Sudan could help end the bloody conflict there.,0
Eurostocks Nudge Up on Ericsson  PARIS (Reuters) - European shares nosed up on Wednesday as  Ericsson gained on news it had won part of \$4-billion Cingular  deal and with Glaxo buoyed after Pfizer affirmed its outlook.,2
"It takes 6 Gators to match Bowden There is no shortage of ways to measure Bobby Bowden #39;s stellar career as Florida State #39;s football coach. There are the 277 of his Division IA leading 350 wins here, which is ",1
"USA: Smithfield Foods reports higher Q2 earnings US meat processor Smithfield Foods has reported higher second-quarter earnings, as higher hog prices offset lower pork margins and a loss in its beef operations.",2
Ex-general wins Indonesian elections Retired general Susilo Bambang Yudhoyono was on Monday confirmed as Indonesia #39;s next leader as final counting from the country #39;s first direct presidential polls gave him a landslide victory over his predecessor.,0
Fresh bid to dismiss Jackson case Lawyers for Michael Jackson say the singer's child molestation case should be dropped.,0
"Mobile phone  #39;deafness #39; risk p2pnet.net News:- Defects in Siemens 65 series mobile phones could cause deafness, says the company.  quot;In extreme cases, this volume could lead to hearing damage.",3
"Microsoft Patches for ISA Server 2000 and Proxy Server 2.0 Microsoft has released bulletin MS04-039 reporting a security vulnerability in Internet Security and Acceleration (ISA) Server 2000 and in Proxy Server 2.0, and has also announced the availability of the patches to resolve these issues.",3
"Baseball still learning lessons from '94 strike (USATODAY.com) USATODAY.com - In the 10 years since major league baseball's lights were dimmed and the World Series canceled, players and owners have cashed in.",1
"Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; Islanders scrambled to put up storm shutters and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.",0
"Analysis: PeopleSoft users speak out about Oracle takeover (InfoWorld) InfoWorld - The great debate over the impact of Oracle's hostile takeover of PeopleSoft has all the big industry analyst organizations weighing in. However, in most of the analysis one group's opinion seems to have been overlooked: that of PeopleSoft users.",3
4 French schoolgirls expelled for wearing head scarves Two Muslim girls were expelled Wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0
"Gone Phishing? Zastrossi writes  quot;According to the Anti-Phishing Working Group, phishing sites--the practice of making sites that look and act like popular sites such as banks in order to steal personal information from customers--rose from 543 sites in September to ",3
"Colombia reveals plot to assassinate Bush Colombian rebels plotted to assassinate George Bush during his brief stopover in the port of Cartagena last week, according to the country #39;s defence minister.",0
Football: Spanish FA apologises The Spanish FA apologises to its English counterparts following racist chanting.,0
Oxford 18 Cambridge 11 Replacement winger Ross Lavery scored the decisive try just two minutes from time as Oxford finally justified the favourites tag they had carried into each of the last three matches.,1
"Core intermediate goods prices #39; rise fastest in nine years WASHINGTON (CBS.MW) -- Prices of US wholesale goods and services fell 0.1 percent in August, the Labor Department said Friday. The core producer price index -- adjusted to exclude food and energy goods -- also fell 0.1 percent.",2
"P2P Services in the Clear In a major setback for the music and movie industries, a federal appeals court upholds a lower court's decision in the infamous Grokster case, ruling peer-to-peer services Morpheus and Grokster are not liable for the copyright infringement of their users. By Katie Dean.",3
Is PeopleSoft waiting for the right price? A company board member testifies in trial that a sale would be possible if Oracle ups its offer.,3
"Iraq video shows 'hostage deaths' A video is released which apparently shows the killing of  two hostages in Iraq, while two others are released.",0
"In Chile, pace of justice quickens A judge has ruled that Gen. Augusto Pinochet stand trial for his alleged involvement in state-sponsored torture.",0
"BAD BLOOD, GOOD RIVALRY: Vols prep for raging Tide The now former starting Tennessee safety was arrested early Monday morning for firing the handgun of teammate Chris Heath. Afterwards, Johnson was slapped with indefinite suspension.",1
"Strahan out for the season It #39;s bad enough when a team loses both starting defensive ends in one game. But when one of them is named Michael Strahan, it becomes a near disaster.",1
"Independent directors demanded Black #39;s resignation, investor says Catalyst Fund General Partner I Inc., a disgruntled shareholder of Hollinger Inc., claimed yesterday that the company #39;s independent board members have demanded the resignations of Conrad Black, his wife and other insiders -- a charge disputed by the ",2
ACLU Seeks to Challenge Gay Adoption Ban (AP) AP - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gays.,0
"TruSecure merges with Betrusted BOSTON - Information security services companies TruSecure Corp. and Betrusted plan to announce on Tuesday that they have merged, forming a new company called Cybertrust.",3
SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.,2
"Asian rust poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian soybean rust had been discovered in Louisiana.",2
"UPDATE 1-Rookie Johnson shares Buick lead with Funk Rookie Zach Johnson produced the day #39;s joint best score, a five-under-par 65, to join Fred Funk at the top of the leaderboard after the second round of the \$4.",1
"Pension Agency Raises Top Annual Benefit 2.8  The federal agency that protects private sector pension plans announced yesterday that the maximum annual benefit for plans taken over in 2005 will be \$45,614 for workers who wait until age 65 to retire.",2
"Women, and the future of IT &lt;strong&gt;Interview&lt;/strong&gt; Professor Wendy Hall talks to &lt;em&gt;The Reg&lt;/em&gt;",3
Viruses: Blame Microsoft? Last year we explored the question of Microsoft #39;s potential liability for software flaws exploited by viruses and other forms of malware.,3
"Briefly: RealNetworks signs up Red Flag Linux roundup Plus: Microsoft ships Virtual PC 7...SGI warns of lower revenue, deeper loss...SAP taps search technology.",3
"Hard Drive: SP Your XP, RSN Don #39;t have Windows XP? Listen up anyway, because there #39;s a lesson to learn, not to mention sly put downs you can use to annoy your Windows-XP-using-friends so they #39;ll finally break down and admit ",3
"Gunfire Erupts During Powell Visit to Haiti  PORT-AU-PRINCE, Haiti (Reuters) - Shooting erupted on  Wednesday outside Haiti's presidential palace while Secretary  of State Colin Powell was inside talking with the interim  leaders of the violence-plagued country.",0
"Philippine Rail Cars Crash Into Ravine, 100 Trapped  MANILA (Reuters) - Rescuers in the Philippines smashed  train windows with axes and hammers Friday to reach 100  passengers trapped when a carriage derailed and dragged other  cars into a ravine, killing at least four people.",0
"Space Station crew become  quot;Weightless-Watchers quot; with low food &lt;b&gt;...&lt;/b&gt; With food supplies becoming critically low onboard the International Space Station, the astronauts have been told to cut back on their food consumption.",3
"US Spacecraft to Probe Origin of Gamma Rays Far Beyond Our Galaxy The US space agency, NASA, launched a satellite Saturday that scientists hope will help them locate the sources of mysterious gamma ray explosions, the ",3
"Rockies Terminate Neagle's Contract (Reuters) Reuters - Colorado terminated the contract\of pitcher Denny Neagle on Monday, three days after he was\ticketed for soliciting a women for oral sex.",1
"Swimming: Phelps Wins Gold, Pulls Out of Relay  ATHENS (Reuters) - Michael Phelps, who has won five gold  medals in the Olympic pool, said Friday he was pulling out of  Saturday's 4x100 meter medley relay final to give team mate Ian  Crocker the chance to swim.",1
"Illini hit on all cylinders, zap Zags There #39;s no way No. 5 Illinois could have shredded THE Gonzaga, king of the mid-majors, the way it demolished its opponent at Conseco Fieldhouse on Saturday.",1
"Stelco Loses Contract to Supply GM Steel (Reuters) Reuters - Stelco Inc.\(STEa.TO) has lost a contract to supply steel to General Motors\Inc. , its biggest customer, because the insolvent\Canadian steelmaker failed to strike a deal with its workers,\the union at Stelco said on Monday.",2
 #39;Star Trek #39; spaceship enters the gateway to the Moon A EUROPEAN spacecraft powered by a Star Trek-style thruster has flown through a lunar gateway that puts it on course to reach the Moon on Monday.,3
IBM BladeCenter specification picks up speed IBM on Friday announced it has signed up 115 companies since early September to develop for its eServer BladeCenter open specification it co-authored with Intel.,3
Merck Shares Drop on Report of Documents About Vioxx Drug Merck  amp; Co. shares fell as much as 7 percent to their lowest level in more than eight years after the Wall Street Journal said the drugmaker tried for years to stop safety concerns from hurting sales of its Vioxx painkiller.,2
"Who cares about Kerry? It's Bush we can't stand, say Vietnamese (AFP) AFP - The question of whether presidential candidate John Kerry was a coward or a leader during the Vietnam War might be raging in the United States, but on the streets of Hanoi people hope for just one result from the American election -- the exit of George W. Bush.",0
IBM launches global computing grid IBM announced today that it was driving the initiative to use the worlds vast untapped computer power for useful things (like playing games and shopping online isn #39;t useful!,3
"For starters, Giants #39; Manning on mark Manning had a decent debut as a starter, but Delhomme overshadowed the No. 1 pick in the NFL Draft by throwing for a touchdown and running for another in the Carolina Panthers #39; 27-20 exhibition victory last night over ...",1
Sainz forced off road TWO-TIME world champion Carlos Sainz #39;s career came to a premature end today after the Spaniard was forced out of the Rally of Australia.,1
Putin signs up Russia for Kyoto pact The Kremlin said Putin signed a parliament bill late on Thursday confirming Russia #39;s ratification of the protocol. Both chambers of Russia #39;s parliament approved ratification of the pact last month after Putin pointed the way.,0
Dutch Film Director Theo Van Gogh Killed Dutch film director and columnist Theo van Gogh was shot and killed yesterday morning in Amsterdam. The company Gogh owned and worked explained that he was attacked and murdered in the morning at Lineaustraat Street.,0
"Cingular Sees Merger Savings Above Plan Cingular Wireless, the nation #39;s largest wireless carrier following the company #39;s merger with AT amp;T Wireless, said Wednesday that it has completed integration activities ahead of schedule and now expects merger-related cost savings to exceed prior estimates ",2
"This silence can't be golden What does Larry Bird think of Ron Artest's recent sabbatical? He's not saying. But given that this was a guy who came out of traction to play a game, we can pretty much assume what he has said behind closed doors.",1
